,Unnamed: 0,name,1shot_loss,0shot_loss
49,49,4jQlQj45oWg_6.86207_10.00000,335.16168,1135.5242
50,50,4nhyjPOc9hQ_0.00000_5.61667,56.54571,83.65795
51,51,4ukPepm1ISE_0.00000_2.10000,71.10387,96.3121
52,52,4vMaRHmHmng_0.56723_3.03637,50.969837,468.22095
53,53,4515_7Dtr9Y_0.00000_4.79310,79.10883,73.16163
54,54,5BP6JMDVYaQ_5.63333_9.76667,61.514442,124.33119
55,55,5IWd-WkcDqE_0.00000_4.63797,69.327034,97.60968
56,56,5IzXwTufKVw_0.00000_3.52000,141.25644,155.09048
57,57,5K3rxWfa_DM_0.00000_1.66667,273.82132,152.75458
58,58,5PLsqg7wQSA_0.00000_4.76667,115.86,431.52606
59,59,5ZeC0MbQTwk_0.00000_3.57024,43.85098,141.60023
60,60,5sgbX93Gu6Y_1.66667_9.33333,63.487427,59.278095
61,61,5uXjYj72dCY_0.00000_3.16984,45.755554,978.81244
62,62,5ulCbqLpesE_0.00000_9.00000,126.07195,336.56113
63,63,5zhn-NpxJ40_0.00000_9.92000,53.369232,386.873
64,64,52b5krRb61Y_0.00000_9.76667,71.32745,79.449
65,65,6BzI0xI-aSk_0.00000_4.00000,32.6065,35.227825
66,66,6EqcjVMHXQM_0.00000_3.62500,46.061237,2613.8406
67,67,6EqcjVMHXQM_5.25000_7.27083,143.6881,697.0422
68,68,6GcgvU_WKnM_2.00200_9.97664,91.964516,1254.5558
69,69,6V9QjwN1gvg_0.00000_4.38333,40.63973,44.783047
70,70,6V9QjwN1gvg_4.41667_8.55000,99.61903,569.8789
71,71,6byxMKxdWTk_0.00000_9.30000,185.13817,220.94423
72,72,615tzb3SQ2A_0.00000_10.00000,135.93527,646.8746
73,73,67TzPQhsfRo_1.66667_5.91667,222.1316,127.18259
74,74,7EK3br5Xb6A_0.00000_5.37204,39.528343,68.73848
75,75,7Fa6GGpxj2c_0.00000_2.66934,81.96101,660.5806
76,76,7Fa6GGpxj2c_4.20420_9.97664,74.16315,163.23705
77,77,7IWs1QX3ISM_0.00000_8.79167,230.91206,223.5054
78,78,7IWs1QX3ISM_0.00000_8.79167,230.91206,223.5054
79,79,7Jn5m9trncg_0.30030_8.40841,121.946915,94.094635
80,80,7fBe0ykaR_A_0.00000_1.44000,452.76645,890.0638
81,81,764T7OUutuw_0.00000_10.00000,118.95156,141.55151
82,82,77WPX2oiI7M_0.00000_3.42009,83.36173,330.80844
83,83,8XFWYtlP8k8_2.64000_10.00000,289.65942,186.27629
84,84,8X4JaAlYiCY_0.00000_3.93333,59.417274,114.459
85,85,8X4JaAlYiCY_3.96667_7.90000,23.322336,142.74265
86,86,8X4JaAlYiCY_7.93333_9.73333,19.158808,66.25242
87,87,8YWCndfWr8U_8.60000_10.00000,85.74673,202.36192
88,88,8p-odNUUnbQ_7.60761_9.97664,14.918949,16.299326
89,89,8rOCAcuHswo_8.07474_9.44278,210.1026,1045.2668
90,90,80GjaOMgZZw_7.20000_10.00000,545.4798,287.67157
91,91,852LEdnR2PM_0.00000_3.40340,643.64435,854.01917
92,92,852LEdnR2PM_3.43677_5.07174,150.55798,152.91321
93,93,89Xx69tA44E_0.00000_7.60000,329.00806,671.19135
94,94,9kA2OXfpsYE_0.00000_5.66667,77.41375,94.22483
95,95,-BVl3_9YajA_0.00000_3.93333,86.581566,66.93804
96,96,-8KGR2APU84_0.00000_3.93727,17.614014,20.71899
97,97,--4k5N3ejnQ_2.15000_10.00000,103.68146,190.00145
98,98,BbI7u8RAi8I_0.00000_7.84117,31.923927,113.436935
99,99,C3S7gv11spg_0.00000_4.73807,47.205803,122.9365
100,100,DwbuWfJDh7o_0.00000_6.60661,269.30627,252.63634
101,101,ElYEP29aYcA_0.00000_3.58314,23.391827,2.9909582
102,102,FQXlMTeZFNE_2.21667_8.51667,25.044914,44.14413
103,103,FvHZP_VicSE_2.96667_9.70000,122.0078,100.47435
104,104,F0nQZZBXihY_0.00000_10.00000,87.8765,205.09009
105,105,HQPz2PLdVi8_0.89325_8.79765,118.44437,105.793144
106,106,IFFS6TGwdoE_0.00000_7.80000,119.717285,153.72304
107,107,JrgXnkVgG70_0.00000_9.97664,161.47513,188.3
108,108,LbgaewDVFJk_0.00000_4.73807,24.545284,151.75797
109,109,LrGmvE7V0jw_0.00000_9.76000,242.56078,240.53978
110,110,M-Ve-ZH96sQ_0.00000_10.00000,62.14655,103.47276
111,111,No63CbYM0-4_0.00000_9.97664,203.429,207.23628
112,112,OPrN_w-ktWY_0.00000_10.00000,286.52927,229.12581
113,113,PdZTTz_LMRM_2.70270_9.97664,317.04877,161.64714
114,114,ahJEocCiQ5U_0.00000_9.94328,194.16913,144.50917
115,115,aiDFoJLudc0_1.53333_9.60000,346.2224,249.36594
116,116,bAXHEkAPF6c_0.00000_8.97564,147.68239,89.55488
117,117,bWr1EQbmPTQ_0.00000_9.80000,4.2075243,26.763067
118,118,br7XVh4AmUA_0.00000_10.00000,171.93015,61.674545
119,119,dPzHI-J2qws_0.96763_9.60961,96.16401,56.462914
120,120,dXOK_DWKoSs_0.00000_9.99432,42.824924,212.30025
121,121,eGypoHRu9PU_0.00000_10.00000,101.84688,62.19491
122,122,eQrNXkhveoA_0.00000_9.96540,263.0313,92.08305
123,123,fY4S-MzePOM_0.00000_9.07574,83.883255,103.93867
124,124,fw3wiJk9WWg_4.43333_10.00000,193.55986,101.10524
125,125,f2hoAkut8l0_0.00000_10.00000,39.995453,163.535
126,126,g62jedRAcVQ_0.00000_9.94328,57.12824,48.152107
127,127,iH0h6yO-uFM_4.33767_9.97664,21.208063,27.528433
128,128,izbhSno2Ito_2.50000_10.00000,42.98208,95.000626
129,129,kGlR4a-2mBE_0.00000_5.06405,12.357622,169.92018
130,130,kY25LF3ECzM_0.00000_9.21755,78.47927,170.99068
131,131,ke9YVoNdjxE_0.04000_9.88000,97.371155,129.02257
132,132,lkoHYmhfFJQ_0.00000_5.88922,179.26126,188.49538
133,133,oMN9_byEbec_0.00000_5.58000,10.766008,79.32245
134,134,obuGsj_ooPU_0.08000_10.00000,94.78753,300.587
135,135,osULJmNmuNE_4.80480_9.94328,91.609665,107.46389
136,136,0lYbeImJz9c_0.00000_10.00000,106.24896,128.55077
137,137,1rUwD5w3qSk_0.00000_9.87654,49.036354,110.15789
138,138,3WY3IB1cpqQ_0.00000_9.46667,31.24134,96.82452
139,139,3sbGZUx9Mtw_0.00000_7.97464,51.96975,124.7731
140,140,3s-2If1-Y1g_0.00000_9.54839,80.522575,136.65596
141,141,3xuKdB4Zyis_0.00000_9.04000,54.834682,119.77143
142,142,5x5ZYvW4H8M_0.00000_10.00000,15.093978,165.81516
143,143,6FxouHrfBvE_0.00000_7.83837,18.454308,117.50586
144,144,6jayTOVLGs8_0.00000_6.12000,102.37859,250.61694
145,145,6v-iIXmEqMg_1.25000_10.00000,37.937466,72.052895
146,146,7SEwcZm5SBE_7.00000_9.96667,68.85077,62.247185
147,147,8CdJstXPmz0_5.06667_9.73333,20.868492,7.052598
148,148,8MqZ8lNgZyk_2.00000_7.79167,61.89753,111.98096
149,149,8VrdYaJhvxc_0.00000_9.87654,88.83691,149.32494
150,150,8wTOIsYe-Mo_0.00000_7.40000,38.515465,111.1496
151,151,9KXCK5wqjjM_0.00000_9.97664,328.49124,111.73856
152,152,9iLpCJUITXE_0.00000_9.96296,364.0833,218.38344
153,153,0TTIq77SBic_3.50000_10.00000,56.327244,448.91034
154,154,0UpZjyeZT0M_0.00000_8.70000,125.431404,175.42291
155,155,04vlULXjzZc_0.00000_4.65000,1170.885,721.29846
156,156,1D7frgXM1qE_1.10145_5.68116,126.98562,328.33823
157,157,1Gue9n_FSyc_2.51667_8.41667,72.54519,149.18022
158,158,1rImW6QNFmA_1.36667_5.06667,14.0290985,97.0053
159,159,1rImW6QNFmA_6.00000_8.70000,81.33412,743.4058
160,160,1r8l-NASslU_0.83417_9.97664,99.46804,2653.299
161,161,1tqujNNLgwQ_2.45833_4.83333,605.1529,330.8295
162,162,1tqujNNLgwQ_9.10417_10.00000,3.367187,334.26422
163,163,1yZ6KnS8P-w_1.56823_3.67034,124.70498,117.00976
164,164,1yZ6KnS8P-w_6.92359_9.32599,128.80733,639.34106
165,165,1yv3uYO9lOQ_2.85000_6.51667,51.30877,126.095795
166,166,13_7cbiNQ-0_2.46065_4.65163,100.68956,326.59775
167,167,2Ka97qtIdxQ_3.23333_7.33333,72.186935,140.20674
168,168,2jjSHH_9SjM_0.03704_10.00000,181.58987,335.2735
169,169,2nfwUKXr5Ww_5.66667_8.30000,73.745445,408.38516
170,170,2ytHsq0pnVA_0.00000_3.60000,929.57245,1305.2917
171,171,2ytHsq0pnVA_5.50000_7.90000,287.2246,222.07173
172,172,3UPT0Kwg91g_1.70000_10.00000,86.72287,198.13757
173,173,3tnXMZNTptA_0.00000_1.91667,111.67435,2783.0027
174,174,3tnXMZNTptA_3.86667_6.28333,1518.6755,4292.087
175,175,3wg06aJ-Qv8_2.30000_4.51667,416.0951,1618.9647
176,176,3wg06aJ-Qv8_8.50000_10.00000,75.307655,1852.9994
177,177,4EK46v4E_Gs_0.00000_4.40000,2287.2083,3368.249
178,178,4U7RwpSr9uw_1.00000_5.13333,410.56464,807.06195
179,179,4U7RwpSr9uw_7.46667_10.00000,127.748924,47.976826
180,180,5BzNU_RTfsI_1.63497_8.17484,217.8348,104.04674
181,181,5DHECfA7B2g_7.07692_9.30769,208.54955,202.75023
182,182,5IIYJEVp6-8_0.00000_1.20000,28.076399,52.179028
183,183,5cHzjKLrWvs_0.00000_8.57524,749.01996,2328.1885
184,184,5k9OjJ63VAE_2.33567_3.12813,46.80914,21.517899
185,185,5yF9hfc7OOQ_0.50000_1.26667,40.300858,62.3242
186,186,5yF9hfc7OOQ_4.23333_5.20000,926.53076,1418.6543
187,187,59S58PFjGEo_0.00000_9.97664,90.205864,188.85898
188,188,6GwjXluAztY_0.00000_10.00000,80.41128,116.07995
189,189,6Rdq_umMifo_2.00000_6.08333,894.13586,2372.567
190,190,6b2gujvZ8_g_2.60000_10.00000,106.205025,154.3623
191,191,6dLztarU4KI_0.00000_1.93333,1725.7207,2645.0151
192,192,6dLztarU4KI_3.73333_8.96667,2465.382,3117.7876
193,193,6hhzX5eATaQ_8.36667_9.46667,195.07213,1666.5469
194,194,6j3SrttFr3Y_1.16667_4.40000,89.99788,87.9473
195,195,624rDx0cR_Y_8.54025_9.93995,29.600636,95.84281
196,196,68DInYWQVyM_4.75324_5.52859,39.249672,2217.4756
197,197,68DInYWQVyM_7.48382_8.89968,6.664238,101.96387
198,198,69-hvQKl-eI_0.36667_6.76667,231.39072,521.7246
199,199,7JTIdsdm000_1.00000_3.36364,2.1980414,8.327952
200,200,7LZGGs_S9nQ_3.73333_7.26667,90.15812,3027.3508
201,201,7NtTpXShkgo_7.23333_10.00000,10.832857,156.4757
202,202,7i51NXFfF10_0.50050_2.73607,285.31036,554.89374
203,203,7yHoMkqx1-o_0.00000_3.00000,71.86566,479.4709
204,204,7yHoMkqx1-o_9.00000_9.93333,30.852093,427.19
205,205,8CGGu9U22lE_0.60000_7.00000,141.50113,75.38059
206,206,8QbLP2nsLP4_2.26667_5.56667,15.65256,723.3504
207,207,8dMb5RrvYn8_0.76667_8.36667,279.6051,276.865
208,208,8ekKPh7Ff-o_0.00000_3.83717,391.024,1551.5514
209,209,8hJatCXgSNk_1.52000_2.64000,40.846054,411.20157
210,210,85Ax9Hrghcs_7.64097_8.74207,35.333126,769.1994
211,211,9KZ4P39N3G8_0.00000_10.00000,108.24672,66.31744
212,212,9ee4cn4r-Fk_0.00000_10.00000,189.2047,294.68665
213,213,90O8dCO4XJY_4.28333_5.13333,40.8318,90.45835
214,214,90O8dCO4XJY_8.01667_9.70000,45.73191,43.0301
215,215,-C3QQJkuYRw_5.73333_10.00000,38.232662,122.76356
216,216,-NUHBHlX8Rw_1.56667_9.26667,848.10223,1594.0204
217,217,-dxBq0WzYRU_0.00000_2.04371,970.1475,3511.151
218,218,-dxBq0WzYRU_6.42309_8.71705,207.70052,444.07465
219,219,-2er4hOOrqQ_0.40287_5.46752,629.83716,2632.9504
220,220,Bp9T-rZpdUg_0.46667_1.68333,224.48636,111.94502
221,221,CGihW8rlFSA_0.00000_3.86667,45.342175,124.90128
222,222,CKQ-s_m7tYE_2.80000_10.00000,20.235012,20.869797
223,223,CaJCiJFZrGg_0.00000_6.03333,51.78076,32.634686
224,224,CmELi3FBvoc_5.33333_9.30000,17.09934,117.737724
225,225,EQTjpGcb7lY_0.78571_2.78571,64.33629,237.03284
226,226,EQTjpGcb7lY_8.00000_10.00000,48.94542,55.24279
227,227,EhrIQl4dPIk_0.00000_5.96667,171.87709,248.25107
228,228,EhrIQl4dPIk_8.46667_10.00000,126.00874,154.4899
229,229,E9Z4AHtomuc_8.33974_9.49293,130.85835,151.30322
230,230,FbM6PitpApg_0.01668_6.00601,59.665253,78.39629
231,231,F3h9MwssAtQ_6.17284_8.12479,65.93595,221.47958
232,232,F9Lhpxer3fs_4.45000_7.16667,254.29701,276.62955
233,233,GTvC3xB-R4g_0.00000_6.60661,145.13525,111.28849
234,234,G7CJlxdf4jQ_1.71667_8.43333,570.38324,525.12164
235,235,aMm0cgqxCp0_0.00000_6.57404,120.43547,191.06073
236,236,cOE8czDF6UA_0.00000_1.45833,6.1386566,11.106255
237,237,cP7mfi43-xU_0.00000_4.46667,70.42936,453.18677
238,238,eqfnGhitXow_5.93927_7.25726,20.07855,544.9963
239,239,gH4NFGAjlFk_2.01869_6.87850,104.4958,108.021324
240,240,ghQZySDHejw_0.00000_4.93333,139.27373,377.59125
241,241,gpbuJzkVQYo_0.00000_10.00000,105.62831,141.44843
242,242,2eqGlt5Qq5Y_0.00000_1.60000,746.73315,406.2719
243,243,2eqGlt5Qq5Y_6.06667_7.23333,20.71646,29.857187
244,244,4QYmCBN1nHQ_0.00000_7.60437,267.13394,1292.9862
245,245,4sdOqXFDm5U_0.38333_2.85000,194.90538,117.263115
246,246,41AnidXz5zc_0.56667_4.23333,24.046837,386.03497
247,247,5AQYyZVdd4E_8.73333_10.00000,35.4305,56.678955
248,248,6De78h0009c_1.75000_6.22917,260.49585,183.57457
249,249,8eCyynLJBvc_8.10000_9.46667,136.013,155.12419
250,250,9jr7bJWppzg_3.55000_7.71667,38.98787,558.05255
251,251,-bfL1f6YSEs_0.00000_1.20000,9.212776,4.833356
252,252,ANa9TFcKCj0_0.00000_8.46667,71.015755,76.06758
253,253,B6Iwf9YNe-g_0.00000_2.39394,106.94155,766.7593
254,254,D2YFSobEyAc_1.53333_6.00000,68.06855,119.18517
255,255,D2YFSobEyAc_6.96667_10.00000,138.67525,214.0313
256,256,aCZNInMhPB0_0.00000_9.98894,285.86786,201.08083
257,257,acYsrTaBoqU_2.12730_9.55202,105.924484,258.13107
258,258,af38Ubvv5Ak_0.00000_3.77044,135.75752,65.46536
259,259,a8hzLg7PTzY_0.00000_7.91667,82.557175,64.72321
260,260,cJ0FQGu8Zi8_6.08000_10.00000,173.69482,269.75726
261,261,cLbSGqdqvnQ_6.57324_9.97664,44.57661,19.417582
262,262,d9BgJA1usfA_0.00000_10.00000,241.46178,232.0712
263,263,0zMDkMWMwnQ_0.00000_10.00000,24.710075,86.20077
264,264,00BGAaAAQmQ_0.00000_6.20000,163.24207,342.64713
265,265,1pqELoTUelg_0.00000_5.37204,100.231636,107.986176
266,266,1rPcLAUerQg_2.36904_9.97664,89.208694,135.04118
267,267,190kbLQ8q6g_0.00000_9.04238,208.37129,213.67102
268,268,2h62wmecchY_0.00000_10.00000,220.80186,131.1904
269,269,3dLhTYGzoo4_1.07711_8.78522,63.76858,90.2416
270,270,3t-ayJk_biw_0.00000_2.70000,20.029066,7.634905
271,271,4dRHEmJLpXQ_1.06667_6.90000,58.76452,69.0822
272,272,42vosPO1mYI_5.70571_9.50951,77.06354,241.80786
273,273,43xMOmMORys_0.00000_10.00000,91.18465,241.62796
274,274,44P6WAtTIkA_0.76667_10.00000,15.043333,30.907646
275,275,4-m0GcMPxKs_6.00601_7.84117,8.40027,40.1238
276,276,5GJTSmEMxUk_0.00000_9.94328,116.974815,102.94647
277,277,5MatkFhxP6g_7.25000_9.95000,24.238699,56.627464
278,278,70cexfbOyvc_0.00000_2.50000,122.62821,131.62128
279,279,9DyRRim1Fww_0.00000_10.00000,266.10016,209.87732
280,280,9HjwZRnsx9w_0.00000_6.63997,75.15537,339.30737
281,281,-L-LiAOPlsA_6.30631_9.97664,27.560581,212.47849
282,282,-Nvyqvg7EgY_1.43333_5.53333,76.48097,435.4615
283,283,-Rkj3XDCr4o_0.00000_10.00000,241.37086,212.73335
284,284,-eCeRioRW08_0.00000_10.00000,10.001148,63.431564
285,285,-zD_HKoHAqc_0.00000_4.53333,629.5614,950.9475
286,286,AvlwIn2lrEI_0.00000_2.80000,76.839455,18.463873
287,287,BACPX7NLEH8_0.00000_8.96667,101.928215,114.77203
288,288,BAXcH1BnhLA_0.00000_0.51667,202.12206,1353.9976
289,289,BAXcH1BnhLA_3.86667_4.45000,1583.5059,1696.9242
290,290,BAXcH1BnhLA_7.26667_7.95000,351.01526,2000.4241
291,291,BG3TqqFkrhc_0.00000_6.77344,87.25894,309.4758
292,292,BvffMFV7TLs_0.00000_1.96667,351.28796,326.53894
293,293,BvffMFV7TLs_3.23333_7.46667,132.62515,451.32892
294,294,BvffMFV7TLs_9.00000_10.00000,79.22635,212.72028
295,295,B7cgaXIHHuo_8.45833_10.00000,139.92221,697.4169
296,296,B7cgaXIHHuo_8.45833_10.00000,139.92221,697.4169
297,297,B9ndExcAAuQ_0.00000_2.01667,1734.5321,789.6692
298,298,CAiE9kVkzlA_0.00000_9.97664,491.44522,869.68616
299,299,CKVO-fWYprA_0.00000_10.00000,89.10663,1072.2812
300,300,Ca3mmZs0EDI_0.00000_10.00000,185.40169,1527.7383
301,301,Cjo0vYgeiq8_1.10110_2.83617,5.161996,125.85263
302,302,DJveSD78WTI_4.61667_5.26667,0.46675503,7.064537
303,303,DJveSD78WTI_6.26667_6.90000,11.377438,13.547869
304,304,aCPxLW8bZiA_0.00000_10.00000,126.942566,85.36601
305,305,aCPxLW8bZiA_0.00000_10.00000,126.942566,85.36601
306,306,ah0hfOFuFIw_2.62500_4.43750,977.1026,2938.1943
307,307,ah0hfOFuFIw_5.93750_10.00000,27.34743,216.93385
308,308,bl-2-WVNPUk_6.10611_9.94328,2297.88,4494.578
309,309,cJmK1eNQNB4_0.00000_9.94328,204.19197,394.34933
310,310,dDnMQ823dwg_0.00000_7.05285,290.47418,211.33116
311,311,dDnMQ823dwg_8.02220_8.72414,10.541184,288.05768
312,312,05J8w09yanA_0.00000_7.13333,29.557735,724.4653
313,313,1ivXvTNMe9s_0.00000_9.95208,544.95966,1875.529
314,314,2PXIxG4diSQ_2.90290_3.97064,978.0936,1478.6892
315,315,2zN61h0myYY_4.48485_6.96970,186.70677,67.481384
316,316,3AXl7bO9M6o_0.00000_6.47314,299.66107,217.98102
317,317,3YLkj739DaM_0.00000_2.60000,73.31167,1279.7522
318,318,36-kOLlF2rs_3.90476_7.19048,467.31653,510.52942
319,319,4I2y5CnyWN4_0.00000_8.16667,85.49495,118.45707
320,320,5AlQtGvIvRU_0.00000_1.00000,30.719845,1727.1487
321,321,5FKhbxAPAgA_6.37304_9.94328,22.458078,889.6403
322,322,5NKsLb2pfpM_0.00000_4.47114,51.937027,57.030277
323,323,5NKsLb2pfpM_5.62229_9.52619,22.367683,265.90594
324,324,5bQnGPjwi8Y_0.00000_9.97664,66.722206,77.922165
325,325,59M1DT7A-yo_7.60761_9.97664,46.10924,21.684921
326,326,6J8vOS3Ta28_5.13847_9.74308,159.68422,295.69437
327,327,6fk3HTCJhEo_3.96667_6.85000,24.386742,873.7806
328,328,6g76VemxPjI_0.00000_8.85784,105.07795,307.3959
329,329,61AZsATNTUo_0.33333_1.00000,52.494133,109.20123
330,330,7NTnsJtIN2U_5.43877_8.17484,406.33798,2331.3945
331,331,7OboG7ETovA_2.20000_6.60000,97.788376,211.61751
332,332,75Jox6rqp8U_0.84269_7.34823,82.58732,308.25037
333,333,8F6i-g0Ebi8_0.00000_2.90290,103.7395,269.84256
334,334,8O0o6WoHkbk_0.00000_2.40240,30.742422,58.07965
335,335,8YH78q0XU88_0.00000_3.10310,55.85226,37.802505
336,336,8YH78q0XU88_5.33867_8.67534,8.686747,63.243893
337,337,8eoXX9B5B2A_2.16667_3.40000,88.5987,80.54888
338,338,8wlbYfTFp9E_0.46667_4.06667,106.06315,511.4386
339,339,-MrqXdoqCSI_0.00000_1.03333,445.13147,2773.6943
340,340,-xj3zOPlHyw_3.45833_7.20833,29.827833,157.31273
341,341,BE7ybAGBJfw_0.00000_9.45969,135.6224,485.49954
342,342,Bg1o3mxhyso_0.50000_10.00000,130.59921,209.11743
343,343,Bue_oGvezbM_0.00000_9.97664,240.69937,259.71805
344,344,Cvk_XYSsthQ_6.53333_10.00000,43.107574,158.38849
345,345,DbH8Fi8S60M_0.03343_9.59321,263.25116,375.0685
346,346,Ewv_L28ZGhk_0.00000_9.97664,342.61288,386.81335
347,347,FczfeRhBbRM_0.00000_5.61404,74.0761,138.43134
348,348,GIIb-F3nz_s_5.23333_10.00000,19.99993,255.03502
349,349,Gs1sEJ3x3jU_0.00000_10.00000,80.989784,138.42215
350,350,HHTQpbQZV_4_1.93527_9.97664,171.5642,233.57304
351,351,IABY1L3IvEY_3.23657_9.94328,112.04417,126.193726
352,352,IVSQqzZC_Y8_3.76667_10.00000,107.132065,176.65901
353,353,IZ6fNtPhryU_0.00000_7.46667,157.57057,179.46375
354,354,a7Bvuh5Wy6Q_0.53333_9.96667,181.77063,260.13272
355,355,bPpmVHPPU4E_1.30000_4.20000,21.154518,120.87051
356,356,bPpmVHPPU4E_6.56667_10.00000,145.79851,253.52412
357,357,b2E29hiVOB4_0.00000_7.40000,133.15317,110.29527
358,358,cI3M3lfg8Nw_0.00000_2.40000,30.297077,500.41284
359,359,cPo3wHqDGvU_0.00000_5.79895,33.35465,257.41254
360,360,cV30ASsVX_w_1.72000_8.20000,195.40141,194.15198
361,361,eK6ANMTtqt8_1.06773_5.20520,61.683155,405.25488
362,362,gsOhmRHoQw8_0.73333_4.63333,49.855812,319.21375
363,363,gsOhmRHoQw8_6.46667_10.00000,17.174063,31.452942
364,364,hKACHTyJFW0_0.90000_6.78000,36.192883,152.98743
365,365,0BgAkTMzIL4_1.73507_9.94328,37.66914,264.27332
366,366,0SkoOjKAr9k_6.16667_10.00000,79.79091,192.46478
367,367,1fP9B7PCbuU_1.03333_7.26667,2.4974475,20.593678
368,368,2uizZMDh9io_0.03333_10.00000,120.024315,349.59982
369,369,29DiOrHgpDo_3.47826_10.00000,62.08404,82.021675
370,370,3YmziQwoOf4_0.00000_3.62500,167.3193,270.12616
371,371,3YmziQwoOf4_6.18750_10.00000,72.307594,265.76074
372,372,3gN6B1TVGo0_0.00000_9.98626,118.667915,110.00788
373,373,4XY3q2XDWVQ_0.00000_6.03333,67.91391,95.405075
374,374,4oWwmqosjUQ_0.00000_6.60661,120.062355,149.32907
375,375,5B4RNxhnn14_2.20000_9.80000,104.524956,268.1283
376,376,5rvfyevveJk_0.00000_4.33333,50.453136,86.339226
377,377,6LGRDUviogw_0.00000_7.32000,93.427124,63.10145
378,378,66f0xCdzqmU_3.60360_9.54288,92.49639,235.2838
379,379,7IAUOfCOCOk_0.00000_2.88000,34.292088,43.947342
380,380,8DI-SXuUlzk_0.00000_7.04037,211.30855,292.50262
381,381,8Y589apIlzY_3.70000_7.53333,33.23384,85.278656
382,382,8g-bUiKAE4E_5.23333_9.40000,194.76846,159.96384
383,383,8rgXXT_3-4Y_3.66667_8.16667,81.45122,274.6427
384,384,-LUwbfPn1rk_2.78000_9.74000,275.74158,281.39755
385,385,-mko88bEoDo_0.00000_5.00500,303.8625,2506.7046
386,386,-qdz0akV2Vg_0.00000_5.00000,170.03004,377.3694
387,387,0M9-yrl6jM8_0.55000_4.71667,83.51459,2576.0085
388,388,0M9-yrl6jM8_4.75000_8.45000,35.4149,371.08978
389,389,0egLtqPIdRY_0.00000_1.27500,4.941587,186.06802
