,video_id,counts,num_frames,L1,L2,L3,L4,L5,L6,L7,L8,L9,L10,L11,L12,L13,L14,L15,L16,L17,L18,L19,L20,L21,L22,L23,L24,L25,L26,L27,L28,L29,L30,L31,L32,L33,L34,L35,L36,L37,L38,L39,L40,L41,L42,L43,L44,L45,L46,L47,L48,L49,L50,L51,L52,L53,L54,L55,L56,L57,L58,L59,L60,L61,L62,L63,L64,L65,L66,L67,L68,L69,L70,L71,L72,L73,L74,L75,L76,L77,L78,L79,L80,L81,L82,L83,L84,L85,L86,L87,L88,L89,L90,L91,L92,L93,L94,L95,L96,L97,L98,L99,L100,L101,L102,L103,L104,L105,L106,L107,L108,L109,L110,L111,L112,L113,L114,L115,L116,L117,L118,L119,L120,L121,L122,L123,L124,L125,L126,L127,L128,L129,L130,L131,L132,L133,L134,L135,L136,L137,L138,L139,L140,L141,L142,L143,L144,L145,L146,L147,L148,L149,L150,L151,L152,L153,L154,L155,L156,L157,L158,L159,L160,L161,L162,L163,L164,L165,L166,L167,L168,L169,L170,L171,L172,L173,L174,L175,L176,L177,L178,L179,L180,L181,L182,L183,L184,L185,L186,L187,L188,L189,L190,L191,L192,L193,L194,L195,L196,L197,L198,L199,L200,L201,L202,L203,L204,L205,L206,L207,L208,L209,L210,L211,L212,L213,L214,L215,L216,L217,L218,L219,L220,L221,L222,L223,L224,L225,L226,L227,L228,L229,L230,L231,L232,L233,L234,L235,L236,L237,L238,L239,L240,L241,L242,L243,L244,L245,L246,L247,L248,L249,L250,L251,L252,L253,L254,L255,L256,L257,L258,L259,L260,L261,L262,L263,L264,L265,L266,L267,L268,L269,L270,L271,L272,L273,L274,L275,L276,L277,L278,L279,L280,L281,L282,L283,L284,L285,L286,L287,L288,L289,L290,L291,L292,L293,L294,L295,L296,L297,L298,L299,L300
10,DkonD7QOe64_1.60160_9.22589.mp4,35.0,227.0,1.0,7.0,7.0,13.0,13.0,20.0,20.0,26.0,26.0,33.0,33.0,39.0,39.0,46.0,46.0,52.0,52.0,59.0,59.0,65.0,65.0,72.0,72.0,78.0,78.0,84.0,84.0,91.0,91.0,97.0,97.0,104.0,104.0,110.0,110.0,117.0,117.0,123.0,123.0,130.0,130.0,136.0,136.0,143.0,143.0,149.0,149.0,155.0,155.0,162.0,162.0,168.0,168.0,175.0,175.0,181.0,181.0,188.0,188.0,194.0,194.0,201.0,201.0,207.0,207.0,214.0,214.0,220.0,220.0,227.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,D5Ge91h0XZw_0.00000_6.63333.mp4,7.0,83.0,1.0,12.0,12.0,24.0,24.0,36.0,36.0,47.0,47.0,59.0,59.0,71.0,71.0,83.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,EKEJHzTW53s_7.40000_9.86667.mp4,3.0,74.0,1.0,25.0,25.0,49.0,49.0,74.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,EKEJHzTW53s_0.00000_2.66667.mp4,4.0,80.0,1.0,20.0,20.0,40.0,40.0,60.0,60.0,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,E2iBgyvSZ9U_0.00000_4.25000.mp4,5.0,85.0,1.0,17.0,17.0,34.0,34.0,51.0,51.0,68.0,68.0,85.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,FGsndIt1TW4_1.33467_9.97664.mp4,30.0,259.0,1.0,9.0,9.0,18.0,18.0,26.0,26.0,35.0,35.0,44.0,44.0,52.0,52.0,61.0,61.0,69.0,69.0,78.0,78.0,87.0,87.0,95.0,95.0,104.0,104.0,112.0,112.0,121.0,121.0,130.0,130.0,138.0,138.0,147.0,147.0,155.0,155.0,164.0,164.0,173.0,173.0,181.0,181.0,190.0,190.0,198.0,198.0,207.0,207.0,216.0,216.0,224.0,224.0,233.0,233.0,241.0,241.0,250.0,250.0,259.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,FQaVcc3dH40_0.00000_3.50350.mp4,18.0,105.0,1.0,6.0,6.0,12.0,12.0,18.0,18.0,24.0,24.0,29.0,29.0,35.0,35.0,41.0,41.0,47.0,47.0,53.0,53.0,58.0,58.0,64.0,64.0,70.0,70.0,76.0,76.0,81.0,81.0,87.0,87.0,93.0,93.0,99.0,99.0,105.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,F-8dgkZaeIk_5.08333_10.00000.mp4,20.0,148.0,1.0,8.0,8.0,15.0,15.0,23.0,23.0,30.0,30.0,37.0,37.0,45.0,45.0,52.0,52.0,59.0,59.0,67.0,67.0,74.0,74.0,81.0,81.0,89.0,89.0,96.0,96.0,103.0,103.0,111.0,111.0,118.0,118.0,125.0,125.0,133.0,133.0,140.0,140.0,148.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,GWOuD3bwuEs_2.30854_9.97022.mp4,34.0,229.0,1.0,7.0,7.0,14.0,14.0,21.0,21.0,27.0,27.0,34.0,34.0,41.0,41.0,47.0,47.0,54.0,54.0,61.0,61.0,68.0,68.0,74.0,74.0,81.0,81.0,88.0,88.0,94.0,94.0,101.0,101.0,108.0,108.0,115.0,115.0,121.0,121.0,128.0,128.0,135.0,135.0,141.0,141.0,148.0,148.0,155.0,155.0,161.0,161.0,168.0,168.0,175.0,175.0,182.0,182.0,188.0,188.0,195.0,195.0,202.0,202.0,208.0,208.0,215.0,215.0,222.0,222.0,229.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,GgB8iZiCT1o_0.00000_2.83333.mp4,7.0,85.0,1.0,13.0,13.0,25.0,25.0,37.0,37.0,49.0,49.0,61.0,61.0,73.0,73.0,85.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,HIZspvfDzDY_0.00000_7.20721.mp4,15.0,216.0,1.0,15.0,15.0,29.0,29.0,44.0,44.0,58.0,58.0,72.0,72.0,87.0,87.0,101.0,101.0,115.0,115.0,130.0,130.0,144.0,144.0,158.0,158.0,173.0,173.0,187.0,187.0,201.0,201.0,216.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,IMUfloztTy8_2.60000_10.00000.mp4,30.0,222.0,1.0,8.0,8.0,15.0,15.0,23.0,23.0,30.0,30.0,37.0,37.0,45.0,45.0,52.0,52.0,59.0,59.0,67.0,67.0,74.0,74.0,82.0,82.0,89.0,89.0,96.0,96.0,104.0,104.0,111.0,111.0,118.0,118.0,126.0,126.0,133.0,133.0,140.0,140.0,148.0,148.0,155.0,155.0,163.0,163.0,170.0,170.0,177.0,177.0,185.0,185.0,192.0,192.0,199.0,199.0,207.0,207.0,214.0,214.0,222.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,Iq4o6y85Vec_0.00000_6.21455.mp4,4.0,149.0,1.0,38.0,38.0,75.0,75.0,112.0,112.0,149.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,JDdb4kNuKOE_0.00000_9.97664.mp4,25.0,299.0,1.0,12.0,12.0,24.0,24.0,36.0,36.0,48.0,48.0,60.0,60.0,72.0,72.0,84.0,84.0,96.0,96.0,108.0,108.0,120.0,120.0,132.0,132.0,144.0,144.0,155.0,155.0,167.0,167.0,179.0,179.0,191.0,191.0,203.0,203.0,215.0,215.0,227.0,227.0,239.0,239.0,251.0,251.0,263.0,263.0,275.0,275.0,287.0,287.0,299.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,JQu6cUHQTpI_0.00000_4.93744.mp4,7.0,125.0,1.0,18.0,18.0,36.0,36.0,54.0,54.0,71.0,71.0,89.0,89.0,107.0,107.0,125.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,KTt523FY7MI_1.53333_10.00000.mp4,73.0,105.0,1.0,2.0,2.0,3.0,3.0,5.0,5.0,6.0,6.0,8.0,8.0,9.0,9.0,10.0,10.0,12.0,12.0,13.0,13.0,15.0,15.0,16.0,16.0,18.0,18.0,19.0,19.0,20.0,20.0,22.0,22.0,23.0,23.0,25.0,25.0,26.0,26.0,28.0,28.0,29.0,29.0,30.0,30.0,32.0,32.0,33.0,33.0,35.0,35.0,36.0,36.0,38.0,38.0,39.0,39.0,40.0,40.0,42.0,42.0,43.0,43.0,45.0,45.0,46.0,46.0,48.0,48.0,49.0,49.0,50.0,50.0,52.0,52.0,53.0,53.0,55.0,55.0,56.0,56.0,57.0,57.0,59.0,59.0,60.0,60.0,62.0,62.0,63.0,63.0,65.0,65.0,66.0,66.0,67.0,67.0,69.0,69.0,70.0,70.0,72.0,72.0,73.0,73.0,75.0,75.0,76.0,76.0,77.0,77.0,79.0,79.0,80.0,80.0,82.0,82.0,83.0,83.0,85.0,85.0,86.0,86.0,87.0,87.0,89.0,89.0,90.0,90.0,92.0,92.0,93.0,93.0,95.0,95.0,96.0,96.0,97.0,97.0,99.0,99.0,100.0,100.0,102.0,102.0,103.0,103.0,105.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,KdF4TYh6YU4_0.00000_9.53333.mp4,16.0,286.0,1.0,18.0,18.0,36.0,36.0,54.0,54.0,72.0,72.0,90.0,90.0,107.0,107.0,125.0,125.0,143.0,143.0,161.0,161.0,179.0,179.0,196.0,196.0,214.0,214.0,232.0,232.0,250.0,250.0,268.0,268.0,286.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,K29P_UTBYRg_0.00000_9.97664.mp4,6.0,299.0,1.0,50.0,50.0,100.0,100.0,150.0,150.0,199.0,199.0,249.0,249.0,299.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
