epoch	loss	loss_cls	loss_box	OBOA	MAE	MAEP	MAEN	lr
21	2.3060664172822265	0.8367016119695436	1.46936480536674	0.640855106888361	0.4253888940932865	0.6702751902299138	0.22722778724959417	5e-05
22	2.20014606904479	0.810915961424647	1.3892301070821438	0.6320665083135392	0.421732775538582	0.6433553578033715	0.23105704965720858	5e-05
23	2.181986793640802	0.8060103648606245	1.3759764255135705	0.638479809976247	0.4126716774466637	0.6567897027034102	0.2214924192087461	5e-05
24	2.148288347319016	0.7984091554931882	1.3498791949843207	0.639667458432304	0.4130097885279522	0.6472848968936495	0.2257899369707505	5e-05
25	2.0786995625552542	0.7763813627278462	1.3023181979225305	0.6332541567695962	0.44261716844672827	0.7112414131972092	0.2250384594570861	5e-05
26	2.0797047765227687	0.7775283948130804	1.3021763813673253	0.6410926365795725	0.40037611375880555	0.6161303407037471	0.22612377331937483	5e-05
27	2.0206979502820217	0.7617301321626868	1.258967817632819	0.6465558194774347	0.40292169427254976	0.6427475835967918	0.2213506745587868	5e-05
28	1.9781176661652227	0.7541546400127234	1.2239630252258022	0.645605700712589	0.4082749311076311	0.673622488377766	0.21635142161261356	5e-05
29	1.957474231245834	0.7491635768403545	1.2083106531943697	0.6472684085510689	0.41509150175244613	0.6607989327324683	0.2232235163086546	5e-05
30	1.8784285580821027	0.7270993745139083	1.151329184855274	0.6465558194774347	0.42341567929574403	0.7013997957620294	0.21779932868638346	5e-05
31	1.889694059592708	0.7314651592172677	1.158228900936607	0.640855106888361	0.4140210824771874	0.6783545360756048	0.22133447872474646	5e-05
32	1.8195360776287153	0.7084383835006908	1.1110976928486678	0.6467933491686461	0.4101825099749013	0.6639626495974045	0.2186044220814661	5e-05
33	1.7835744419717758	0.6989603565478526	1.0846140857727218	0.6482185273159145	0.44875378388532783	0.7529243311847836	0.21757399500973845	5e-05
34	1.721258262289546	0.6806016790534786	1.0406565791148394	0.6555819477434679	0.37875851619930295	0.6014507972202303	0.2132377524591091	5e-05
35	1.7285133738724723	0.6834386370089882	1.04507473686091	0.649643705463183	0.41343830550787186	0.6741570695911894	0.2168129042617017	5e-05
36	1.7261150046832308	0.68243324884558	1.043681754756504	0.643230403800475	0.4212907178155738	0.7051744213884659	0.2161603493582369	5e-05
37	1.6841149221870044	0.6717985072935974	1.0123164143425372	0.663895486935867	0.3983828723647606	0.6596761021613005	0.21359155331968296	5e-05
38	1.6754021351266901	0.670230150572864	1.0051719862785125	0.6581947743467933	0.40374938806675575	0.6667754997677268	0.2155367343801593	5e-05
39	1.6853736579508278	0.6700590127025663	1.015314647688564	0.6541567695961995	0.41545478939604735	0.6849692158190958	0.21239289960042254	5e-05
40	1.6282257899175425	0.6541071545122715	0.9741186360179207	0.6579572446555819	0.38559235134726666	0.6161237096870517	0.21274174018975567	5e-05
41	1.5851058249322878	0.6468694157072874	0.938236407114577	0.6596199524940618	0.41394632206687876	0.7015692225116192	0.21132938005317609	5e-05
42	1.6189181565775055	0.6547713914730461	0.9641467647067519	0.6617577197149643	0.3807264195857292	0.6095944196958181	0.21759511926316005	5e-05
43	1.575899162021679	0.642258564984662	0.9336405974823464	0.6548693586698338	0.40821769059763713	0.6731885567436944	0.21600521802447112	5e-05
44	1.569410117247583	0.641523234598633	0.9278868811533637	0.663895486935867	0.3697716945650535	0.5825741139657589	0.21373994942192523	5e-05
45	1.5127250633888696	0.6232253928475897	0.8894996712615036	0.6762470308788598	0.39077762942217	0.643541315829017	0.21026154393454405	5e-05
46	1.5182265732042914	0.6244952736821868	0.8937312994293668	0.6586698337292162	0.39546038889801083	0.663072948400072	0.21023979908187548	5e-05
47	1.505450819079754	0.6224951400043279	0.8829556805658639	0.6688836104513064	0.4089368209329324	0.6772860612802898	0.21484222097641095	5e-05
48	1.455634211186224	0.6076004705658692	0.8480337413488416	0.6703087885985748	0.39742870829262505	0.6539751726699068	0.2122325898362239	5e-05
49	1.519017919287314	0.6253994277707188	0.8936184934137501	0.6745843230403801	0.4027040943927235	0.6779327036524042	0.20843819596064686	5e-05
50	1.4414297748760074	0.6055181418940718	0.8359116330488637	0.6760095011876485	0.37577486222784917	0.6192851649720569	0.20623988916500147	5e-05
51	1.4463391962846293	0.6078930336876632	0.8384461616779914	0.667458432304038	0.40733826741700807	0.6774850284786708	0.2121340202668881	5e-05
52	1.4626534281938437	0.6104267025168939	0.8522267272652058	0.6748218527315915	0.40327750726155503	0.6754382359859197	0.21192825705000717	5e-05
53	1.4654776848770583	0.6083493548936706	0.8571283297452781	0.6695961995249406	0.4008569400923832	0.6764772088027474	0.2130741212346014	5e-05
54	1.4458280105643333	0.6005578729110669	0.8452701380020649	0.6629453681710213	0.3913674459528192	0.6463913981768066	0.21520632232821857	5e-05
55	1.4111916369558848	0.5963690332024227	0.8148226070187823	0.6657957244655582	0.4020282816206787	0.6808237303345085	0.2111443229374615	5e-05
56	1.3870083771728074	0.5903519641243595	0.796656412986668	0.6705463182897862	0.3951474197749272	0.6633138887343354	0.21099784934366836	5e-05
57	1.3706191153228733	0.5903263468048378	0.7802927662270344	0.6731591448931117	0.3891989103280151	0.6363233065429933	0.21132587677785683	5e-05
58	1.3888011352801215	0.588743407701576	0.8000577244239141	0.6824228028503563	0.3681864990881741	0.6154226535644467	0.20740061893288553	5e-05
59	1.345779195117065	0.5767966187816282	0.7689825759776285	0.6767220902612826	0.3955961261172518	0.672906431880393	0.20870110891306773	5e-05
60	1.3264790826264943	0.5683844763216872	0.7580946073280351	0.6779097387173396	0.3891285739115061	0.6584144233718571	0.20584219733270492	5e-05
61	1.2918797264781787	0.5599271555102379	0.731952570028373	0.6826603325415677	0.3695332214955957	0.6063541005353001	0.20433155990741328	5e-05
62	1.3204767245758278	0.5678238891211526	0.752652835598828	0.6567695961995249	0.4205427410624414	0.7117868851302085	0.21234173379607335	5e-05
